line,text
2929,"the wiretaps, unlike those addressed in counsel’s opinion above, had "
2930,"little, if any, “national security” justification. As to these, however, "
2931,"after investigation by WSPF and the FBI, there was insufficient "
2932,"evidence to bring criminal charges, particularly when weighed against "
2933,other matters under inquiry by WSPF as to some of the subjects 
2934,of the wiretap investigation. 
2935,Alleged Misuse of Federal Agencies 
2936,"Internal Revenue Service (IRS). In the summer of 1973, the Senate "
2937,Select Committee heard testimony that members of the White House 
2938,staff had made various attempts to use the powers of the Internal 
2939,Revenue Service to further President Nixon’s political interests. 
2940,"Former White House counsel John Dean, among others, testified "
2941,"about an “enemies project,” which sought “to use the available "
2942,65
2943,"Federal machinery,” including the audit and investigative powers of "
2944,"the IRS, against individuals and organizations viewed as “enemies” "
2945,and on behalf of individuals viewed as “friends” of the Nixon 
2946,Administration. 
2947,Because these allegations related to abuses of governmental 
2948,"power similar to the activities of the White House “Plumbers,” their "
2949,investigation was assigned in August 1973 to attorneys in the 
2950,“Plumbers” task force of WSPF. The prosecutors began to examine 
2951,the matters raised by the Senate hearings and by related allegations. 
2952,"For example, a lawsuit brought by the Center for Corporate Re ponsi- "
2953,bility claimed that its tax-exempt status had been revoked illegally 
2954,because of its position on various social and economic issues; and 
2955,various people who had assumed public positions in opposition to 
2956,Nixon Administration policies complained that they had been sub- 
2957,jected to repeated audits or other forms of harassment by the IRS. 
2958,The prosecutors began their investigation by familiarizing them- 
2959,"selves with IRS operations, including the normal procedures for "
2960,"initiating audits, and by attempting to determine which of the many "
2961,"allegations appeared to have the most substance and, if true, would "
2962,form the basis for criminal prosecutions. In this process they inter- 
2963,viewed a number of former and current IRS officials who provided 
2964,information on IRS procedures and in some cases also provided facts 
2965,giving rise to new inquiries. 
2966,Although a large number of allegations about possible misuses of 
2967,"the IRS were investigated, the prosecutors made their most extensive "
2968,inquiries in two areas — the alleged efforts of White House aides in 
2969,"1972 to get the IRS to audit and harass Lawrence F. O’Brien, Sr., "
2970,"then the chairman for the Democratic National Committee, and "
2971,alleged attempts by White House officials to influence the IRS to 
2972,audit various “enemies” of the Administration and act favorably 
2973,toward certain “friends” of the Administration. During these investi- 
2974,"gations, the prosecutors received relevant information from the IRS "
2975,"itself, which had conducted its own “in-house” inquiries, and from the "
2976,staff of the Congressional Joint Committee on Internal Revenue 
2977,"Taxation, which had conducted investigations of matters raised in the "
2978,Senate hearings. 
2979,From the beginning of both of these investigations the prose- 
2980,cutors faced two substantial problems which made any eventual 
2981,"prosecution unlikely. First, even if evidence tending to confirm the "
2982,"allegations was developed (and in man}^ cases it was), it would have "
2983,been difficult to prove the specific intent required to establish a vio- 
2984,"lation of Federal law, in this case, a conspiracy to defraud the United "
2985,"States in violation of Title 18 U.S.C. § 371. In theory, any concerted "
2986,effort to use Government resources for illegitimate and political — 
2987,66
2988,perhaps punitive — purposes would seem to constitute a violation of 
2989,"this provision; but in practice, proof beyond a reasonable doubt of "
2990,the requisite corrupt intent is difficult where there are objective indi- 
2991,cators in each case to support the argument that an audit of an 
2992,"“enemy” was, in fact, in order and consistent with normal IRS "
2993,"standards. Moreover, none of the incidents in question involved evi- "
2994,dence of payoffs or other corrupt practices. 
2995,A second problem hindering successful investigation arose from 
2996,the fact that there were numerous inquiries and investigations by 
2997,other agencies concerning the matters under investigation by WSPF. 
2998,This often resulted in those principally involved learning substantially 
2999,all details of the matters WSPF was investigating even before WSPI — 
3000,and/or the grand juries — came to deal with them. These individuals 
3001,were able to smooth conflicting testimony and otherwise embroider 
3002,explanations which made continued investigation by WSPF difficult. 
3003,Some witnesses who were dealing with WSPF often were close and 
3004,long-time associates of those under investigation. 
3005,Despite these problems the grand jury’s investigations did go 
3006,far in detailing the facts of what had transpired in the area of White 
3007,"House abuse of the IRS. Indeed, in fully investigating the facts of "
3008,"the two specific incidents noted above, WSPF and the grand juries "
3009,received the testimony of perhaps a hundred or so witnesses. It was 
3010,"concluded ultimately, however, that there was insufficient evidence "
3011,and/or substantial legal problems mitigating against the bringing of 
3012,any criminal charges. 
3013,White House “ Responsiveness Program ” and Related Matters. Evi- 
3014,dence obtained by the Senate Select Committee and provided to 
3015,WSPF in 1974 indicated that as part of a “Responsiveness Program” 
3016,"conducted by a staff unit in the White House, certain White House "
3017,"staff members had attempted in 1972 to channel Federal grants, "
