Page,Text,Definition (Appendix),
244,"instructed McGahn to work with Priebus and Bannon to look into the matter further and directed that they not discuss it with any other officials.154 Priebus recalled that the President was angry with Flynn in light of what Yates had told the White House and said, ""not again, this guy, this stuff.""155 That evening, the President dined with several senior advisors and asked the group what they thought about FBI Director Comey.156 According to Director of National Intelligence Dan Coats, who was at the dinner, no one openly advocated terminating Comey but the consensus on him was not positive. 157 Coats told the group that he thought Comey was a good director.158 Coats encouraged the President to meet Comey face-to-face and spend time with him before making a decision about whether to retain him.""",,
244,"5. McGahn has a Follow-Up Meeting About Flynn with Yates; President Trump has Dinner with FBI Director Comey The next day, January 27, 2017, McGahn and Eisenberg discussed the results of Eisenberg's initial legal research into Flynn's conduct, and specifically whether Flynn may have violated the Espionage Act, the Logan Act, or 18 U.S.C. § 1001.160 Based on his preliminary research, Eisenberg informed McGahn that there was a possibility that Flynn had violated 18 U.S.C. § 1001 and the Logan Act.161 Eisenberg noted that the United States had never successfully prosecuted an individual under the Logan Act and that Flynn could have possible defenses, and 154 McGahn 11/30/17 302, at 7; SCR015_000198-99 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President).",,
244,"Footnote: 155. Priebus 10/13/17 302, at 8. Several witnesses said that the President was unhappy with Flynn for other reasons at this time. Bannon said that Flynn's standing with the President was not good by December 2016. Bannon 2/12/18 302, at 12. The President-Elect had concerns because President Obama had warned him about Flynn shortly after the election. Bannon 2/12/18 302, at 4-5; Hicks 12/8/17 302, at 7 (President Obama's comment sat with President-Elect Trump more than Hicks expected). Priebus said that the President had become unhappy with Flynn even before the story of his calls with Kislyak broke and had become so upset with Flynn that he would not look at him during intelligence briefings. Priebus 1/18/18 302, at 8. Hicks said that the President thought Flynn had bad judgment and was angered by tweets sent by Flynn and his son, and she described Flynn as ""being on thin ice"" by early February 2017. Hicks 12/8/17 302, at 7, 10.",,
244,"Footnote: 156. Coats 6/14/17 302, at 2.",,
244,"Footnote: 157. Coats 6/14/17 302, at 2.",,
244,"Footnote: 158. Coats 6/14/17 302, at 2.",,
244,"Footnote: 159. Coats 6/14/17 302, at 2.",,
244,"Footnote: 160. SCR015_000199 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President); McGahn 11/30/17 302, at 8.",,
244,"Footnote: 161. SCR015 000199 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President); Eisenberg 11/29/17 302, at 9.",,
245,"told McGahn that he believed it was unlikely that a prosecutor would pursue a Logan Act charge under the circumstances.162 That same morning, McGahn asked Yates to return to the White House to discuss Flynn again.163 In that second meeting, McGahn expressed doubts that the Department of Justice would bring a Logan Act prosecution against Flynn, but stated that the White House did not want to take action that would interfere with an ongoing FBI investigation of Flynn.164 Yates responded that Department of Justice had notified the White House so that it could take action in response to the information provided.165 McGahn ended the meeting by asking Yates for access to the underlying information the Department of Justice possessed pertaining to Flynn's discussions with Kislyak. 166 Also on January 27, the President called FBI Director Comey and invited him to dinner that evening.167 Priebus recalled that before the dinner, he told the President something like, ""don't talk about Russia, whatever you do,"" and the President promised he would not talk about Russia at the dinner. 168 McGahn had previously advised the President that he should not communicate directly with the Department of Justice to avoid the perception or reality of political interference in law enforcement.169 When Bannon learned about the President's planned dinner with Comey, he suggested that he or Priebus also attend, but the President stated that he wanted to dine with Comey alone.170 Comey said that when he arrived for the dinner that evening, he was surprised and concerned to see that no one else had been invited. 171 162 SCR015_000199 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President); Eisenberg 11/29/17 302, at 9.",,
245,"Footnote: 163. SCR015 000199 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President); McGahn 11/30/17 302, at 8; Yates 8/15/17 302, at 8.",,
245,"Footnote: 164. Yates 8/15/17 302, at 9; McGahn 11/30/17 302, at 8.",,
245,"Footnote: 165. Yates 8/15/17 302, at 9; Burnham 11/3/17 302, at 5; see SCR015_00199 (2/15/17 Draft Memorandum to file from the Office of the Counsel to the President)(""Yates was unwilling to confirm or deny that there was an ongoing investigation but did indicate that the Department of Justice would not object to the White House taking action against Flynn."").",,
245,"Footnote: 166. Yates 9/15/17 302, at 9; Burnham 11/3/17 302, at 5. In accordance with McGahn's request, the Department of Justice made the underlying information available and Eisenberg viewed the information in early February. Eisenberg 11/29/17 302, at 5; FBI 2/7/17 Electronic Communication, at 1 (documenting 2/2/17 meeting with Eisenberg).",,
245,"Footnote: 167. Comey 11/15/17 302, at 6; SCR012b_000001 (President's Daily Diary, 1/27/17); Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 2-3).",,
245,"Footnote: 168. Priebus 10/13/17 302, at 17.",,
245,"Footnote: 169. See McGahn 11/30/17 302, at 9; Dhillon 11/21/17 302, at 2; Bannon 2/12/18 302, at 17.",,
245,"Footnote: 170. Bannon 2/12/18 302, at 17.",,
245,"Footnote: 171. Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 3); see Comey 11/15/17 302, at 6.",,
246,"Comey provided an account of the dinner in a contemporaneous memo, an interview with this Office, and congressional testimony. According to Comey's account of the dinner, the President repeatedly brought up Comey's future, asking whether he wanted to stay on as FBI director. 172 Because the President had previously said he wanted Comey to stay on as FBI director, Comey interpreted the President's comments as an effort to create a patronage relationship by having Comey ask for his job.173 The President also brought up the Steele reporting that Comey had raised in the January 6, 2017 briefing and stated that he was thinking about ordering the FBI to investigate the allegations to prove they were false.174 Comey responded that the President should think carefully about issuing such an order because it could create a narrative that the FBI was investigating him personally, which was incorrect.175 Later in the dinner, the President brought up Flynn and said, ""the guy has serious judgment issues.""176 Comey did not comment on Flynn and the President did not acknowledge any FBI interest in or contact with Flynn.7 According to Comey's account, at one point during the dinner the President stated, ""I need loyalty, I expect loyalty."":178 Comey did not respond and the conversation moved on to other topics, but the President returned to the subject of Comey's job at the end of the dinner and repeated, ""I need loyalty."":179 Comey responded, ""You will always get honesty from me.""180 The 172 Comey 11/15/17 302, at 7; Comey 1/28/17 Memorandum, at 1, 3; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 3).",,
246,"Footnote: 173. Comey 11/15/17 302, at 7; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 3).",,
246,"Footnote: 174. Comey 1/28/17 Memorandum, at 3; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 4).",,
246,"Footnote: 175. Comey 1/28/17 Memorandum, at 3; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 4).",,
246,"Footnote: 176. Comey 1/28/17 Memorandum, at 4; Comey 11/15/17 302, at 7.",,
246,"Footnote: 177. Comey 1/28/17 Memorandum, at 4; Comey 11/15/17 302, at 7.",,
246,"Footnote: 178. Comey 1/28/18 Memorandum, at 2; Comey 11/15/17 302, at 7; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 3).",,
246,"Footnote: 179. Comey 1/28/17 Memorandum, at 3; Comey 11/15/17 302, at 7; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 3-4).",,
246,"Footnote: 180. Comey 1/28/17 Memorandum, at 3; Comey 11/15/17 302, at 7; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 4).",,
247,"President said, ""That's what I want, honest loyalty.""181 Comey said, ""You will get that from me.""182 After Comey's account of the dinner became public, the President and his advisors disputed that he had asked for Comey's loyalty.183 The President also indicated that he had not invited Comey to dinner, telling a reporter that he thought Comey had ""asked for the dinner"" because ""he wanted to stay on,""184 But substantial evidence corroborates Comey's account of the dinner invitation and the request for loyalty. The President's Daily Diary confirms that the President ""extend[ed] a dinner invitation"" to Comey on January 27,185 With respect to the substance of the dinner conversation, Comey documented the President's request for loyalty in a memorandum he began drafting the night of the dinner;186 senior FBI officials recall that Comey told them about the loyalty request shortly after the dinner occurred;187 and Comey described the request while 181 Comey 1/28/17 Memorandum, at 3; Comey 11/15/17 302, at 7; Hearing on Russian Election Interference Before the Senate Select Intelligence Committee, 115th Cong. (June 8, 2017)(Statement for the Record of James B. Comey, former Director of the FBI, at 4).",,
